,duration,machine,testname
9311,0.156449971,luna,03b0857658797f18e47633c33d6faa47
7327,0.183106797,tarkil,03b0857658797f18e47633c33d6faa47
1183,0.154174783,exmag,03b0857658797f18e47633c33d6faa47
1567,0.116866127,hildor,03b0857658797f18e47633c33d6faa47
927,0.188108606,ajax,03b0857658797f18e47633c33d6faa47
8479,0.081411661,ajax,03b0857658797f18e47633c33d6faa47
3103,0.054739742,tarkil,03b0857658797f18e47633c33d6faa47
8159,0.187516579,luna,03b0857658797f18e47633c33d6faa47
5343,0.254015453,exmag,03b0857658797f18e47633c33d6faa47
6943,0.055893987,exmag,03b0857658797f18e47633c33d6faa47
1375,0.096325766,luna,03b0857658797f18e47633c33d6faa47
2271,0.341840474,luna,03b0857658797f18e47633c33d6faa47
543,0.04269725,tarkil,03b0857658797f18e47633c33d6faa47
6687,0.08731425400000001,exmag,03b0857658797f18e47633c33d6faa47
4575,0.212220527,exmag,03b0857658797f18e47633c33d6faa47
8671,0.220064347,ajax,03b0857658797f18e47633c33d6faa47
9951,0.27141993,hildor,03b0857658797f18e47633c33d6faa47
7839,0.126834942,tarkil,03b0857658797f18e47633c33d6faa47
1887,0.27023049600000004,mudrc,03b0857658797f18e47633c33d6faa47
10655,0.600776147,mudrc,03b0857658797f18e47633c33d6faa47
7583,0.178209838,tarkil,03b0857658797f18e47633c33d6faa47
6431,0.106590056,exmag,03b0857658797f18e47633c33d6faa47
159,0.152923869,luna,03b0857658797f18e47633c33d6faa47
2335,0.081914232,ajax,03b0857658797f18e47633c33d6faa47
3679,0.119626961,tarkil,03b0857658797f18e47633c33d6faa47
9375,0.163565089,luna,03b0857658797f18e47633c33d6faa47
9887,0.224176382,hildor,03b0857658797f18e47633c33d6faa47
7391,0.208963435,tarkil,03b0857658797f18e47633c33d6faa47
4959,0.09624224,luna,03b0857658797f18e47633c33d6faa47
7135,0.170540632,exmag,03b0857658797f18e47633c33d6faa47
287,0.075593723,tarkil,03b0857658797f18e47633c33d6faa47
863,0.12335714,ajax,03b0857658797f18e47633c33d6faa47
351,0.114194122,tarkil,03b0857658797f18e47633c33d6faa47
2399,0.128450635,ajax,03b0857658797f18e47633c33d6faa47
3423,0.078294368,tarkil,03b0857658797f18e47633c33d6faa47
8223,0.055052329,luna,03b0857658797f18e47633c33d6faa47
3807,0.19270554,tarkil,03b0857658797f18e47633c33d6faa47
3039,0.26403951800000003,hildor,03b0857658797f18e47633c33d6faa47
4127,0.088583063,ajax,03b0857658797f18e47633c33d6faa47
5919,0.193478137,mudrc,03b0857658797f18e47633c33d6faa47
6367,2.3426435690000003,mudrc,03b0857658797f18e47633c33d6faa47
5215,0.11721724,exmag,03b0857658797f18e47633c33d6faa47
5663,0.10377861,hildor,03b0857658797f18e47633c33d6faa47
7967,0.05395394,luna,03b0857658797f18e47633c33d6faa47
4831,0.192406533,luna,03b0857658797f18e47633c33d6faa47
1823,0.218591885,mudrc,03b0857658797f18e47633c33d6faa47
10079,0.919989158,mudrc,03b0857658797f18e47633c33d6faa47
5855,0.253289253,hildor,03b0857658797f18e47633c33d6faa47
10335,1.166583615,mudrc,03b0857658797f18e47633c33d6faa47
1439,0.15540127199999998,luna,03b0857658797f18e47633c33d6faa47
8799,0.117601382,ajax,03b0857658797f18e47633c33d6faa47
2079,0.055068549,luna,03b0857658797f18e47633c33d6faa47
6559,0.190364063,exmag,03b0857658797f18e47633c33d6faa47
10207,3.373354044,mudrc,03b0857658797f18e47633c33d6faa47
1951,1.356836332,mudrc,03b0857658797f18e47633c33d6faa47
10015,0.144892609,mudrc,03b0857658797f18e47633c33d6faa47
5727,0.163191676,hildor,03b0857658797f18e47633c33d6faa47
9567,0.164434666,hildor,03b0857658797f18e47633c33d6faa47
415,0.182772004,tarkil,03b0857658797f18e47633c33d6faa47
1119,0.097366339,exmag,03b0857658797f18e47633c33d6faa47
1055,0.086996641,exmag,03b0857658797f18e47633c33d6faa47
3999,0.18134198,ajax,03b0857658797f18e47633c33d6faa47
7199,0.07366549900000001,tarkil,03b0857658797f18e47633c33d6faa47
3295,0.215941523,tarkil,03b0857658797f18e47633c33d6faa47
8415,0.18866155,luna,03b0857658797f18e47633c33d6faa47
2015,2.746720607,mudrc,03b0857658797f18e47633c33d6faa47
9119,0.220637996,hildor,03b0857658797f18e47633c33d6faa47
10271,1.041182755,mudrc,03b0857658797f18e47633c33d6faa47
6623,0.197253379,exmag,03b0857658797f18e47633c33d6faa47
5279,0.185471374,exmag,03b0857658797f18e47633c33d6faa47
7263,0.125368204,tarkil,03b0857658797f18e47633c33d6faa47
5791,0.202524856,hildor,03b0857658797f18e47633c33d6faa47
5023,0.164794634,luna,03b0857658797f18e47633c33d6faa47
4063,0.227516381,ajax,03b0857658797f18e47633c33d6faa47
479,0.213813471,tarkil,03b0857658797f18e47633c33d6faa47
9631,0.206743022,hildor,03b0857658797f18e47633c33d6faa47
8735,0.08464139300000001,ajax,03b0857658797f18e47633c33d6faa47
2207,0.152604985,luna,03b0857658797f18e47633c33d6faa47
1503,0.190290692,luna,03b0857658797f18e47633c33d6faa47
4511,0.167823453,exmag,03b0857658797f18e47633c33d6faa47
3167,0.12101184,tarkil,03b0857658797f18e47633c33d6faa47
7775,0.07546399,tarkil,03b0857658797f18e47633c33d6faa47
4383,0.122831165,exmag,03b0857658797f18e47633c33d6faa47
6495,0.134497739,exmag,03b0857658797f18e47633c33d6faa47
10399,0.925225865,mudrc,03b0857658797f18e47633c33d6faa47
9183,0.248865926,hildor,03b0857658797f18e47633c33d6faa47
4639,0.055640801,luna,03b0857658797f18e47633c33d6faa47
991,0.236494209,ajax,03b0857658797f18e47633c33d6faa47
3359,0.040768952,tarkil,03b0857658797f18e47633c33d6faa47
2143,0.159282056,luna,03b0857658797f18e47633c33d6faa47
4895,0.058016373,luna,03b0857658797f18e47633c33d6faa47
3935,0.130594898,ajax,03b0857658797f18e47633c33d6faa47
8863,0.183390021,ajax,03b0857658797f18e47633c33d6faa47
3231,0.176994095,tarkil,03b0857658797f18e47633c33d6faa47
6751,0.12322566,exmag,03b0857658797f18e47633c33d6faa47
10463,2.155482314,mudrc,03b0857658797f18e47633c33d6faa47
223,0.187328757,luna,03b0857658797f18e47633c33d6faa47
95,0.094928763,luna,03b0857658797f18e47633c33d6faa47
4447,0.154456807,exmag,03b0857658797f18e47633c33d6faa47
7647,0.154498685,tarkil,03b0857658797f18e47633c33d6faa47
6047,1.429931349,mudrc,03b0857658797f18e47633c33d6faa47
2847,0.121134032,hildor,03b0857658797f18e47633c33d6faa47
4319,0.229501254,ajax,03b0857658797f18e47633c33d6faa47
4255,0.188164167,ajax,03b0857658797f18e47633c33d6faa47
9823,0.17496320699999998,hildor,03b0857658797f18e47633c33d6faa47
607,0.097286658,tarkil,03b0857658797f18e47633c33d6faa47
1695,0.230333758,hildor,03b0857658797f18e47633c33d6faa47
6815,0.150528276,exmag,03b0857658797f18e47633c33d6faa47
7519,0.075523658,tarkil,03b0857658797f18e47633c33d6faa47
2591,0.132172914,exmag,03b0857658797f18e47633c33d6faa47
10591,0.317271182,mudrc,03b0857658797f18e47633c33d6faa47
3743,0.177391302,tarkil,03b0857658797f18e47633c33d6faa47
7455,0.042516892,tarkil,03b0857658797f18e47633c33d6faa47
8543,0.125020012,ajax,03b0857658797f18e47633c33d6faa47
5599,0.239865563,hildor,03b0857658797f18e47633c33d6faa47
6239,0.831885361,mudrc,03b0857658797f18e47633c33d6faa47
9247,0.061195127,luna,03b0857658797f18e47633c33d6faa47
8607,0.182378124,ajax,03b0857658797f18e47633c33d6faa47
7903,0.14552241,tarkil,03b0857658797f18e47633c33d6faa47
31,0.05426035,luna,03b0857658797f18e47633c33d6faa47
6175,0.205552546,mudrc,03b0857658797f18e47633c33d6faa47
6111,0.757522423,mudrc,03b0857658797f18e47633c33d6faa47
4767,0.15879492,luna,03b0857658797f18e47633c33d6faa47
5407,0.121177398,hildor,03b0857658797f18e47633c33d6faa47
8991,0.116938842,hildor,03b0857658797f18e47633c33d6faa47
10527,0.222796325,mudrc,03b0857658797f18e47633c33d6faa47
2783,0.200253659,exmag,03b0857658797f18e47633c33d6faa47
2719,0.16796037800000002,exmag,03b0857658797f18e47633c33d6faa47
9055,0.161528414,hildor,03b0857658797f18e47633c33d6faa47
6879,0.186416617,exmag,03b0857658797f18e47633c33d6faa47
5087,0.193458535,luna,03b0857658797f18e47633c33d6faa47
9759,0.119460692,hildor,03b0857658797f18e47633c33d6faa47
1311,0.055609462,luna,03b0857658797f18e47633c33d6faa47
8095,0.152701446,luna,03b0857658797f18e47633c33d6faa47
5471,0.163049627,hildor,03b0857658797f18e47633c33d6faa47
7071,0.148468552,exmag,03b0857658797f18e47633c33d6faa47
671,0.1672585,tarkil,03b0857658797f18e47633c33d6faa47
1631,0.164294109,hildor,03b0857658797f18e47633c33d6faa47
8031,0.094163074,luna,03b0857658797f18e47633c33d6faa47
2655,0.15865306099999998,exmag,03b0857658797f18e47633c33d6faa47
3551,0.156154229,tarkil,03b0857658797f18e47633c33d6faa47
2911,0.187258184,hildor,03b0857658797f18e47633c33d6faa47
7007,0.095635763,exmag,03b0857658797f18e47633c33d6faa47
10143,1.084498751,mudrc,03b0857658797f18e47633c33d6faa47
8351,0.154178585,luna,03b0857658797f18e47633c33d6faa47
5151,0.119497408,exmag,03b0857658797f18e47633c33d6faa47
3871,0.083837667,ajax,03b0857658797f18e47633c33d6faa47
5983,0.435241733,mudrc,03b0857658797f18e47633c33d6faa47
9439,0.30099422600000003,luna,03b0857658797f18e47633c33d6faa47
3487,0.17176208699999998,tarkil,03b0857658797f18e47633c33d6faa47
10719,2.8304455660000003,mudrc,03b0857658797f18e47633c33d6faa47
4703,0.094412877,luna,03b0857658797f18e47633c33d6faa47
5535,0.203987682,hildor,03b0857658797f18e47633c33d6faa47
2463,0.180520189,ajax,03b0857658797f18e47633c33d6faa47
6303,0.911529203,mudrc,03b0857658797f18e47633c33d6faa47
2975,0.229611575,hildor,03b0857658797f18e47633c33d6faa47
8927,0.214888166,ajax,03b0857658797f18e47633c33d6faa47
9695,0.268278252,hildor,03b0857658797f18e47633c33d6faa47
7711,0.042852246,tarkil,03b0857658797f18e47633c33d6faa47
4191,0.116754539,ajax,03b0857658797f18e47633c33d6faa47
1247,0.191175225,exmag,03b0857658797f18e47633c33d6faa47
799,0.084889127,ajax,03b0857658797f18e47633c33d6faa47
8287,0.096244646,luna,03b0857658797f18e47633c33d6faa47
735,0.15758803,tarkil,03b0857658797f18e47633c33d6faa47
9503,0.100941774,hildor,03b0857658797f18e47633c33d6faa47
3615,0.083221096,tarkil,03b0857658797f18e47633c33d6faa47
1759,0.289336463,hildor,03b0857658797f18e47633c33d6faa47
2527,0.218809998,ajax,03b0857658797f18e47633c33d6faa47
1317,0.0005910059999999999,luna,05d5013a04824b0bbdeb792dcb5eda06
1829,0.002418572,mudrc,05d5013a04824b0bbdeb792dcb5eda06
1637,0.001222376,hildor,05d5013a04824b0bbdeb792dcb5eda06
6885,0.003150219,exmag,05d5013a04824b0bbdeb792dcb5eda06
7781,0.001153363,tarkil,05d5013a04824b0bbdeb792dcb5eda06
7717,0.0006619530000000001,tarkil,05d5013a04824b0bbdeb792dcb5eda06
8357,0.00223679,luna,05d5013a04824b0bbdeb792dcb5eda06
6629,0.003771804,exmag,05d5013a04824b0bbdeb792dcb5eda06
10597,0.004858136,mudrc,05d5013a04824b0bbdeb792dcb5eda06
1125,0.001176057,exmag,05d5013a04824b0bbdeb792dcb5eda06
293,0.0006213869999999999,tarkil,05d5013a04824b0bbdeb792dcb5eda06
1765,0.002853466,hildor,05d5013a04824b0bbdeb792dcb5eda06
6757,0.00132697,exmag,05d5013a04824b0bbdeb792dcb5eda06
421,0.002918133,tarkil,05d5013a04824b0bbdeb792dcb5eda06
3813,0.003058188,tarkil,05d5013a04824b0bbdeb792dcb5eda06
3941,0.0015949520000000002,ajax,05d5013a04824b0bbdeb792dcb5eda06
229,0.002662929,luna,05d5013a04824b0bbdeb792dcb5eda06
7653,0.004081088,tarkil,05d5013a04824b0bbdeb792dcb5eda06
5733,0.001292016,hildor,05d5013a04824b0bbdeb792dcb5eda06
1957,0.008208501,mudrc,05d5013a04824b0bbdeb792dcb5eda06
4517,0.002375054,exmag,05d5013a04824b0bbdeb792dcb5eda06
485,0.003466572,tarkil,05d5013a04824b0bbdeb792dcb5eda06
3429,0.001272144,tarkil,05d5013a04824b0bbdeb792dcb5eda06
5605,0.00311327,hildor,05d5013a04824b0bbdeb792dcb5eda06
5413,0.000694764,hildor,05d5013a04824b0bbdeb792dcb5eda06
10085,0.004836900999999999,mudrc,05d5013a04824b0bbdeb792dcb5eda06
1253,0.003024153,exmag,05d5013a04824b0bbdeb792dcb5eda06
8741,0.001180464,ajax,05d5013a04824b0bbdeb792dcb5eda06
4453,0.002808161,exmag,05d5013a04824b0bbdeb792dcb5eda06
5669,0.000760225,hildor,05d5013a04824b0bbdeb792dcb5eda06
357,0.0012750189999999998,tarkil,05d5013a04824b0bbdeb792dcb5eda06
4901,0.000604075,luna,05d5013a04824b0bbdeb792dcb5eda06
1893,0.0047500120000000005,mudrc,05d5013a04824b0bbdeb792dcb5eda06
1701,0.002084298,hildor,05d5013a04824b0bbdeb792dcb5eda06
3877,0.000762605,ajax,05d5013a04824b0bbdeb792dcb5eda06
1573,0.000599963,hildor,05d5013a04824b0bbdeb792dcb5eda06
4581,0.00328002,exmag,05d5013a04824b0bbdeb792dcb5eda06
8229,0.000628004,luna,05d5013a04824b0bbdeb792dcb5eda06
10149,0.00815993,mudrc,05d5013a04824b0bbdeb792dcb5eda06
3621,0.00049874,tarkil,05d5013a04824b0bbdeb792dcb5eda06
3557,0.002855837,tarkil,05d5013a04824b0bbdeb792dcb5eda06
10661,0.008291885,mudrc,05d5013a04824b0bbdeb792dcb5eda06
6693,0.000530735,exmag,05d5013a04824b0bbdeb792dcb5eda06
5349,0.003882553,exmag,05d5013a04824b0bbdeb792dcb5eda06
10277,0.0024484420000000003,mudrc,05d5013a04824b0bbdeb792dcb5eda06
9125,0.002203753,hildor,05d5013a04824b0bbdeb792dcb5eda06
7077,0.002159933,exmag,05d5013a04824b0bbdeb792dcb5eda06
3493,0.002276537,tarkil,05d5013a04824b0bbdeb792dcb5eda06
10341,0.00478673,mudrc,05d5013a04824b0bbdeb792dcb5eda06
5541,0.002373408,hildor,05d5013a04824b0bbdeb792dcb5eda06
6821,0.002190888,exmag,05d5013a04824b0bbdeb792dcb5eda06
1189,0.002124858,exmag,05d5013a04824b0bbdeb792dcb5eda06
9509,0.0007289369999999999,hildor,05d5013a04824b0bbdeb792dcb5eda06
9381,0.003454658,luna,05d5013a04824b0bbdeb792dcb5eda06
3365,0.0007147410000000001,tarkil,05d5013a04824b0bbdeb792dcb5eda06
7141,0.002608279,exmag,05d5013a04824b0bbdeb792dcb5eda06
2085,0.000587455,luna,05d5013a04824b0bbdeb792dcb5eda06
9573,0.0014793570000000002,hildor,05d5013a04824b0bbdeb792dcb5eda06
4325,0.004300097,ajax,05d5013a04824b0bbdeb792dcb5eda06
2917,0.001552626,hildor,05d5013a04824b0bbdeb792dcb5eda06
10725,0.010424995,mudrc,05d5013a04824b0bbdeb792dcb5eda06
2533,0.003796256,ajax,05d5013a04824b0bbdeb792dcb5eda06
741,0.003420405,tarkil,05d5013a04824b0bbdeb792dcb5eda06
9253,0.001484635,luna,05d5013a04824b0bbdeb792dcb5eda06
5989,0.005130556,mudrc,05d5013a04824b0bbdeb792dcb5eda06
4709,0.002419754,luna,05d5013a04824b0bbdeb792dcb5eda06
9701,0.0033185470000000003,hildor,05d5013a04824b0bbdeb792dcb5eda06
4197,0.001587198,ajax,05d5013a04824b0bbdeb792dcb5eda06
5157,0.0008680080000000001,exmag,05d5013a04824b0bbdeb792dcb5eda06
2469,0.003104493,ajax,05d5013a04824b0bbdeb792dcb5eda06
10469,0.010095228,mudrc,05d5013a04824b0bbdeb792dcb5eda06
6309,0.008022649,mudrc,05d5013a04824b0bbdeb792dcb5eda06
3749,0.002145443,tarkil,05d5013a04824b0bbdeb792dcb5eda06
2981,0.0026285,hildor,05d5013a04824b0bbdeb792dcb5eda06
8805,0.001853127,ajax,05d5013a04824b0bbdeb792dcb5eda06
805,0.00077728,ajax,05d5013a04824b0bbdeb792dcb5eda06
7397,0.003954575,tarkil,05d5013a04824b0bbdeb792dcb5eda06
3685,0.001345732,tarkil,05d5013a04824b0bbdeb792dcb5eda06
101,0.001071827,luna,05d5013a04824b0bbdeb792dcb5eda06
9893,0.002390592,hildor,05d5013a04824b0bbdeb792dcb5eda06
9445,0.01005172,luna,05d5013a04824b0bbdeb792dcb5eda06
2405,0.001678097,ajax,05d5013a04824b0bbdeb792dcb5eda06
4133,0.000722413,ajax,05d5013a04824b0bbdeb792dcb5eda06
6245,0.004800047,mudrc,05d5013a04824b0bbdeb792dcb5eda06
4773,0.002365734,luna,05d5013a04824b0bbdeb792dcb5eda06
5477,0.0013505479999999998,hildor,05d5013a04824b0bbdeb792dcb5eda06
8933,0.003689187,ajax,05d5013a04824b0bbdeb792dcb5eda06
6117,0.010104297,mudrc,05d5013a04824b0bbdeb792dcb5eda06
9061,0.001287837,hildor,05d5013a04824b0bbdeb792dcb5eda06
9765,0.0006746219999999999,hildor,05d5013a04824b0bbdeb792dcb5eda06
2725,0.00289115,exmag,05d5013a04824b0bbdeb792dcb5eda06
4965,0.001895775,luna,05d5013a04824b0bbdeb792dcb5eda06
2789,0.0029079920000000003,exmag,05d5013a04824b0bbdeb792dcb5eda06
7525,0.001723417,tarkil,05d5013a04824b0bbdeb792dcb5eda06
5093,0.003223818,luna,05d5013a04824b0bbdeb792dcb5eda06
677,0.002462195,tarkil,05d5013a04824b0bbdeb792dcb5eda06
4261,0.003633133,ajax,05d5013a04824b0bbdeb792dcb5eda06
2661,0.001405687,exmag,05d5013a04824b0bbdeb792dcb5eda06
1445,0.002412765,luna,05d5013a04824b0bbdeb792dcb5eda06
613,0.001153538,tarkil,05d5013a04824b0bbdeb792dcb5eda06
6181,0.002386451,mudrc,05d5013a04824b0bbdeb792dcb5eda06
6053,0.007932600000000001,mudrc,05d5013a04824b0bbdeb792dcb5eda06
10533,0.00247399,mudrc,05d5013a04824b0bbdeb792dcb5eda06
37,0.00053721,luna,05d5013a04824b0bbdeb792dcb5eda06
8101,0.002133274,luna,05d5013a04824b0bbdeb792dcb5eda06
2853,0.0007725039999999999,hildor,05d5013a04824b0bbdeb792dcb5eda06
9829,0.002252815,hildor,05d5013a04824b0bbdeb792dcb5eda06
2597,0.001086839,exmag,05d5013a04824b0bbdeb792dcb5eda06
7909,0.003732401,tarkil,05d5013a04824b0bbdeb792dcb5eda06
8613,0.002927289,ajax,05d5013a04824b0bbdeb792dcb5eda06
8549,0.001580055,ajax,05d5013a04824b0bbdeb792dcb5eda06
7461,0.0008047089999999999,tarkil,05d5013a04824b0bbdeb792dcb5eda06
7013,0.001200722,exmag,05d5013a04824b0bbdeb792dcb5eda06
7205,0.00057524,tarkil,05d5013a04824b0bbdeb792dcb5eda06
869,0.001571097,ajax,05d5013a04824b0bbdeb792dcb5eda06
1381,0.001201069,luna,05d5013a04824b0bbdeb792dcb5eda06
1509,0.00315288,luna,05d5013a04824b0bbdeb792dcb5eda06
3173,0.001366864,tarkil,05d5013a04824b0bbdeb792dcb5eda06
7589,0.006136089,tarkil,05d5013a04824b0bbdeb792dcb5eda06
8293,0.001249055,luna,05d5013a04824b0bbdeb792dcb5eda06
6501,0.001242256,exmag,05d5013a04824b0bbdeb792dcb5eda06
5029,0.00308947,luna,05d5013a04824b0bbdeb792dcb5eda06
997,0.003873164,ajax,05d5013a04824b0bbdeb792dcb5eda06
2149,0.002044854,luna,05d5013a04824b0bbdeb792dcb5eda06
9317,0.0040754120000000005,luna,05d5013a04824b0bbdeb792dcb5eda06
10213,0.010105991,mudrc,05d5013a04824b0bbdeb792dcb5eda06
4389,0.000641931,exmag,05d5013a04824b0bbdeb792dcb5eda06
5797,0.00243452,hildor,05d5013a04824b0bbdeb792dcb5eda06
3237,0.002396849,tarkil,05d5013a04824b0bbdeb792dcb5eda06
7269,0.001392811,tarkil,05d5013a04824b0bbdeb792dcb5eda06
6565,0.002637006,exmag,05d5013a04824b0bbdeb792dcb5eda06
8037,0.001215512,luna,05d5013a04824b0bbdeb792dcb5eda06
4005,0.003003378,ajax,05d5013a04824b0bbdeb792dcb5eda06
8421,0.003244551,luna,05d5013a04824b0bbdeb792dcb5eda06
10021,0.00240371,mudrc,05d5013a04824b0bbdeb792dcb5eda06
1061,0.000738672,exmag,05d5013a04824b0bbdeb792dcb5eda06
9189,0.003101811,hildor,05d5013a04824b0bbdeb792dcb5eda06
2021,0.010129922,mudrc,05d5013a04824b0bbdeb792dcb5eda06
5285,0.003247538,exmag,05d5013a04824b0bbdeb792dcb5eda06
3301,0.003634504,tarkil,05d5013a04824b0bbdeb792dcb5eda06
8869,0.004105180999999999,ajax,05d5013a04824b0bbdeb792dcb5eda06
5925,0.002524187,mudrc,05d5013a04824b0bbdeb792dcb5eda06
2213,0.003743751,luna,05d5013a04824b0bbdeb792dcb5eda06
4645,0.000767804,luna,05d5013a04824b0bbdeb792dcb5eda06
10405,0.008049531,mudrc,05d5013a04824b0bbdeb792dcb5eda06
6949,0.000984005,exmag,05d5013a04824b0bbdeb792dcb5eda06
3045,0.003615924,hildor,05d5013a04824b0bbdeb792dcb5eda06
6373,0.010062824,mudrc,05d5013a04824b0bbdeb792dcb5eda06
2341,0.0007493189999999999,ajax,05d5013a04824b0bbdeb792dcb5eda06
7333,0.002740361,tarkil,05d5013a04824b0bbdeb792dcb5eda06
5221,0.0022228670000000003,exmag,05d5013a04824b0bbdeb792dcb5eda06
8485,0.0007013439999999999,ajax,05d5013a04824b0bbdeb792dcb5eda06
4837,0.003379096,luna,05d5013a04824b0bbdeb792dcb5eda06
549,0.000582155,tarkil,05d5013a04824b0bbdeb792dcb5eda06
933,0.002882091,ajax,05d5013a04824b0bbdeb792dcb5eda06
165,0.001995712,luna,05d5013a04824b0bbdeb792dcb5eda06
7845,0.002719015,tarkil,05d5013a04824b0bbdeb792dcb5eda06
2277,0.004773517,luna,05d5013a04824b0bbdeb792dcb5eda06
7973,0.000633644,luna,05d5013a04824b0bbdeb792dcb5eda06
4069,0.003718977,ajax,05d5013a04824b0bbdeb792dcb5eda06
6437,0.0006042080000000001,exmag,05d5013a04824b0bbdeb792dcb5eda06
5861,0.003195327,hildor,05d5013a04824b0bbdeb792dcb5eda06
8165,0.002846767,luna,05d5013a04824b0bbdeb792dcb5eda06
9957,0.003401778,hildor,05d5013a04824b0bbdeb792dcb5eda06
9637,0.002540076,hildor,05d5013a04824b0bbdeb792dcb5eda06
8677,0.004086638,ajax,05d5013a04824b0bbdeb792dcb5eda06
3109,0.000552486,tarkil,05d5013a04824b0bbdeb792dcb5eda06
8997,0.0006548680000000001,hildor,05d5013a04824b0bbdeb792dcb5eda06
8986,8.335e-06,hildor,05faa4e51fd55afb5f664753708d2975
410,7.913e-06,tarkil,05faa4e51fd55afb5f664753708d2975
1370,9.729e-06,luna,05faa4e51fd55afb5f664753708d2975
10266,2.6747e-05,mudrc,05faa4e51fd55afb5f664753708d2975
3802,7.184e-06,tarkil,05faa4e51fd55afb5f664753708d2975
7002,7.085e-06,exmag,05faa4e51fd55afb5f664753708d2975
6106,2.6409e-05,mudrc,05faa4e51fd55afb5f664753708d2975
7066,7.366e-06,exmag,05faa4e51fd55afb5f664753708d2975
7578,1.6968e-05,tarkil,05faa4e51fd55afb5f664753708d2975
9306,1.6671e-05,luna,05faa4e51fd55afb5f664753708d2975
7322,6.729e-06,tarkil,05faa4e51fd55afb5f664753708d2975
922,9.825e-06,ajax,05faa4e51fd55afb5f664753708d2975
8154,1.3836e-05,luna,05faa4e51fd55afb5f664753708d2975
5210,1.0087e-05,exmag,05faa4e51fd55afb5f664753708d2975
4122,8.942e-06,ajax,05faa4e51fd55afb5f664753708d2975
858,9.726e-06,ajax,05faa4e51fd55afb5f664753708d2975
7386,7.582e-06,tarkil,05faa4e51fd55afb5f664753708d2975
10458,2.6019e-05,mudrc,05faa4e51fd55afb5f664753708d2975
4186,9.504e-06,ajax,05faa4e51fd55afb5f664753708d2975
538,7.255e-06,tarkil,05faa4e51fd55afb5f664753708d2975
794,9.211e-06,ajax,05faa4e51fd55afb5f664753708d2975
5146,7.343999999999999e-06,exmag,05faa4e51fd55afb5f664753708d2975
730,7.665e-06,tarkil,05faa4e51fd55afb5f664753708d2975
7450,9.407e-06,tarkil,05faa4e51fd55afb5f664753708d2975
602,6.246e-06,tarkil,05faa4e51fd55afb5f664753708d2975
4250,1.075e-05,ajax,05faa4e51fd55afb5f664753708d2975
4314,9.48e-06,ajax,05faa4e51fd55afb5f664753708d2975
9242,1.513e-05,luna,05faa4e51fd55afb5f664753708d2975
666,6.133e-06,tarkil,05faa4e51fd55afb5f664753708d2975
8090,9.431e-06,luna,05faa4e51fd55afb5f664753708d2975
10522,2.5354e-05,mudrc,05faa4e51fd55afb5f664753708d2975
7514,6.462e-06,tarkil,05faa4e51fd55afb5f664753708d2975
8922,9.921e-06,ajax,05faa4e51fd55afb5f664753708d2975
5402,1.002e-05,hildor,05faa4e51fd55afb5f664753708d2975
4378,7.887000000000001e-06,exmag,05faa4e51fd55afb5f664753708d2975
986,9.816e-06,ajax,05faa4e51fd55afb5f664753708d2975
1306,1.1134e-05,luna,05faa4e51fd55afb5f664753708d2975
4442,1.2698e-05,exmag,05faa4e51fd55afb5f664753708d2975
7642,7.3310000000000015e-06,tarkil,05faa4e51fd55afb5f664753708d2975
3866,8.456e-06,ajax,05faa4e51fd55afb5f664753708d2975
1242,7.209e-06,exmag,05faa4e51fd55afb5f664753708d2975
10586,2.5567e-05,mudrc,05faa4e51fd55afb5f664753708d2975
7130,6.341e-06,exmag,05faa4e51fd55afb5f664753708d2975
9370,1.1349e-05,luna,05faa4e51fd55afb5f664753708d2975
9178,9.11e-06,hildor,05faa4e51fd55afb5f664753708d2975
10330,2.5986e-05,mudrc,05faa4e51fd55afb5f664753708d2975
8218,1.0233e-05,luna,05faa4e51fd55afb5f664753708d2975
4058,9.994e-06,ajax,05faa4e51fd55afb5f664753708d2975
1178,6.996e-06,exmag,05faa4e51fd55afb5f664753708d2975
8858,9.509e-06,ajax,05faa4e51fd55afb5f664753708d2975
5338,8.36e-06,exmag,05faa4e51fd55afb5f664753708d2975
3930,9.089e-06,ajax,05faa4e51fd55afb5f664753708d2975
7194,7.127000000000001e-06,tarkil,05faa4e51fd55afb5f664753708d2975
1114,6.463e-06,exmag,05faa4e51fd55afb5f664753708d2975
3994,9.386e-06,ajax,05faa4e51fd55afb5f664753708d2975
1050,7.851e-06,exmag,05faa4e51fd55afb5f664753708d2975
5274,1.6414000000000002e-05,exmag,05faa4e51fd55afb5f664753708d2975
5018,1.2122e-05,luna,05faa4e51fd55afb5f664753708d2975
7258,6.766e-06,tarkil,05faa4e51fd55afb5f664753708d2975
10394,2.6472e-05,mudrc,05faa4e51fd55afb5f664753708d2975
474,7.392e-06,tarkil,05faa4e51fd55afb5f664753708d2975
3738,6.25e-06,tarkil,05faa4e51fd55afb5f664753708d2975
6810,7.229e-06,exmag,05faa4e51fd55afb5f664753708d2975
1434,1.0305e-05,luna,05faa4e51fd55afb5f664753708d2975
5786,1.0516e-05,hildor,05faa4e51fd55afb5f664753708d2975
3226,8.273999999999999e-06,tarkil,05faa4e51fd55afb5f664753708d2975
2138,1.7935e-05,luna,05faa4e51fd55afb5f664753708d2975
4634,1.0723e-05,luna,05faa4e51fd55afb5f664753708d2975
6490,5.8260000000000015e-06,exmag,05faa4e51fd55afb5f664753708d2975
